,geo_group,marketing_group,created_order,order_sum,test_group,user_id,is_new_user
6630,regions,target_direct,False,,control,1026313,1
6631,msk,target_direct,False,,test,1035109,0
6632,regions,organic,True,10226.0,test,1046335,1
6633,regions,context_brand,False,,control,1027261,1
6634,spb,context_brand,False,,test,1041997,0
6635,regions,organic,True,2000.0,test,1047628,1
6636,regions,target_direct,False,,test,1052149,1
6637,regions,target_direct,False,,control,1021225,0
6638,spb,organic,True,6924.0,control,1007137,1
6639,msk,organic,False,,test,1033267,0
6640,spb,organic,False,,test,1038160,1
6641,regions,social_media,False,,control,1028569,0
6642,regions,target_direct,False,,control,1025449,1
6643,regions,target_direct,False,,control,1025287,0
6644,spb,organic,False,,test,1038946,1
6645,regions,organic,False,,test,1047064,0
6646,msk,target_direct,False,,control,1003342,0
6647,msk,organic,False,,control,1000210,0
6648,regions,organic,False,,test,1047997,1
6649,regions,target_direct,False,,control,1021702,1
6650,regions,target_direct,True,50.0,control,1019329,1
6651,msk,target_direct,False,,control,1002106,0
6652,regions,organic,False,,test,1045717,0
6653,regions,organic,True,2000.0,test,1044736,0
6654,regions,social_media,False,,test,1060732,1
6655,regions,organic,False,,test,1045735,0
6656,regions,context_brand,False,,test,1058506,0
6657,msk,target_direct,True,15566.0,test,1034761,1
6658,msk,target_direct,True,50.0,control,1002589,1
6659,regions,organic,True,2000.0,control,1016836,1
6660,regions,target_direct,False,,control,1023979,0
6661,regions,social_media,False,,control,1029214,0
6662,spb,context_brand,False,,test,1041529,1
6663,regions,target_direct,False,,test,1050472,0
6664,regions,target_direct,False,,test,1055377,1
6665,spb,target_direct,False,,control,1009228,0
6666,msk,organic,False,,test,1032127,1
6667,regions,context_brand,False,,control,1027900,0
6668,regions,organic,False,,control,1014400,0
6669,regions,organic,False,,test,1044823,0
6670,spb,organic,False,,test,1038853,0
6671,spb,organic,True,6700.0,test,1037524,1
6672,msk,target_direct,False,,test,1035292,0
6673,msk,target_direct,True,13406.0,test,1033411,1
6674,regions,organic,False,,control,1014763,0
6675,regions,organic,False,,control,1014058,1
6676,msk,target_direct,False,,control,1003357,1
6677,regions,organic,False,,test,1048648,1
6678,regions,organic,True,4477.0,test,1044058,1
6679,msk,organic,True,15346.0,test,1033357,1
6680,regions,social_media,True,200.0,test,1060012,0
6681,regions,target_direct,True,3996.0,control,1025302,1
6682,regions,target_direct,True,2944.0,control,1022080,0
6683,spb,organic,True,2000.0,test,1039207,0
6684,msk,target_direct,False,,test,1034713,0
6685,msk,target_direct,False,,test,1033582,1
6686,spb,organic,False,,test,1039099,0
6687,regions,context_brand,True,1600.0,control,1026499,1
6688,msk,social_media,False,,control,1006345,0
6689,msk,context_brand,True,7029.0,test,1036699,1
6690,regions,organic,True,9548.0,control,1014139,1
6691,regions,context_brand,True,1600.0,test,1058137,0
6692,regions,target_direct,True,6184.0,control,1019119,1
6693,regions,organic,True,8260.0,control,1016272,1
6694,regions,organic,False,,test,1047112,1
6695,regions,target_direct,False,,test,1054936,1
6696,regions,organic,False,,control,1017481,0
6697,msk,social_media,False,,test,1036891,1
6698,regions,organic,True,5201.0,control,1017010,0
6699,msk,context_brand,True,6735.0,test,1036483,0
6700,regions,target_direct,False,,test,1055890,0
6701,msk,social_media,True,200.0,control,1006330,1
6702,regions,organic,False,,control,1014727,1
6703,regions,target_direct,False,,test,1052143,1
6704,regions,target_direct,False,,test,1051897,0
6705,regions,target_direct,False,,test,1050766,1
6706,spb,target_direct,False,,control,1009270,0
6707,regions,target_direct,False,,control,1020628,0
6708,regions,target_direct,False,,control,1022416,0
6709,regions,organic,False,,test,1044133,0
6710,spb,target_direct,False,,test,1039909,0
6711,spb,organic,True,12120.0,test,1037560,1
6712,msk,context_brand,True,7933.0,test,1036456,0
6713,regions,organic,True,9592.0,test,1049569,1
6714,msk,target_direct,True,6607.0,test,1033708,1
6715,regions,target_direct,False,,control,1018777,0
6716,spb,organic,False,,test,1037614,0
6717,msk,organic,True,2000.0,test,1030948,0
6718,msk,context_brand,True,24796.0,test,1035895,1
6719,regions,target_direct,False,,control,1022242,1
6720,regions,target_direct,False,,control,1025674,1
6721,regions,context_brand,False,,test,1057807,1
6722,regions,social_media,False,,control,1029595,0
6723,msk,context_brand,False,,control,1005406,1
6724,regions,target_direct,True,50.0,control,1017931,1
6725,regions,target_direct,True,11690.0,control,1018948,1
6726,regions,social_media,False,,test,1060162,1
6727,msk,organic,False,,test,1031287,0
6728,regions,context_brand,False,,test,1057978,0
6729,msk,target_direct,False,,test,1034764,1
6730,msk,context_brand,False,,test,1035670,0
6731,regions,target_direct,False,,test,1050958,0
6732,regions,organic,True,2000.0,test,1048810,0
6733,regions,target_direct,False,,test,1054561,0
6734,msk,organic,True,2000.0,test,1030882,1
6735,regions,target_direct,False,,test,1054429,0
6736,spb,context_brand,False,,test,1041715,0
6737,regions,context_brand,True,1600.0,test,1058875,1
6738,regions,organic,False,,test,1043413,0
6739,regions,target_direct,False,,control,1020232,1
6740,spb,context_brand,False,,test,1041790,0
6741,regions,social_media,False,,control,1028920,1
6742,regions,target_direct,True,50.0,test,1055719,0
6743,regions,context_brand,False,,test,1058692,1
6744,spb,context_brand,False,,control,1010953,0
6745,regions,target_direct,False,,test,1051207,1
6746,msk,social_media,True,5904.0,control,1006051,0
6747,regions,target_direct,False,,control,1020169,1
6748,regions,target_direct,True,8766.0,control,1018765,0
6749,regions,organic,False,,control,1015501,1
6750,regions,target_direct,False,,control,1021840,1
6751,regions,target_direct,False,,control,1020601,0
6752,regions,organic,False,,test,1047709,0
6753,regions,organic,False,,test,1044667,1
6754,spb,organic,True,7174.0,test,1038190,0
6755,spb,organic,True,2000.0,test,1037698,1
6756,regions,organic,False,,control,1015834,0
6757,regions,organic,False,,control,1016578,1
6758,spb,organic,True,6564.0,control,1007482,0
6759,regions,target_direct,False,,test,1055260,0
6760,regions,organic,True,14840.0,test,1046095,1
6761,spb,organic,False,,control,1006960,0
6762,spb,organic,True,6755.0,control,1007038,1
6763,regions,organic,False,,test,1048018,0
6764,regions,target_direct,True,3955.0,test,1053919,1
6765,spb,target_direct,False,,control,1008706,0
6766,msk,target_direct,True,6257.0,control,1004260,1
6767,msk,organic,True,8818.0,test,1032022,1
6768,spb,context_brand,True,6950.0,control,1010908,1
6769,msk,organic,True,8176.0,control,1001665,1
6770,spb,organic,False,,test,1037536,1
6771,regions,context_brand,False,,test,1058317,0
6772,regions,social_media,False,,test,1059904,0
6773,regions,context_brand,False,,test,1058932,1
6774,spb,social_media,True,5694.0,control,1011334,0
6775,regions,target_direct,False,,control,1025020,1
6776,regions,target_direct,False,,control,1022791,0
6777,msk,target_direct,True,50.0,test,1033483,1
6778,regions,target_direct,False,,control,1019035,0
6779,regions,organic,True,2000.0,test,1045501,1
6780,msk,organic,True,7121.0,control,1001416,0
6781,regions,context_brand,False,,test,1057498,1
6782,regions,organic,False,,test,1044730,1
6783,spb,target_direct,True,50.0,test,1040662,1
6784,regions,organic,False,,control,1013827,1
6785,msk,organic,False,,test,1030879,0
6786,regions,target_direct,False,,control,1024258,1
6787,msk,organic,False,,test,1030999,0
6788,regions,target_direct,True,3795.0,test,1054825,0
6789,regions,target_direct,False,,control,1026118,1
6790,spb,target_direct,False,,control,1008658,0
6791,regions,organic,False,,control,1012480,1
6792,msk,context_brand,True,14094.0,test,1035736,0
6793,regions,context_brand,False,,test,1056694,1
6794,spb,context_brand,False,,test,1041280,1
6795,spb,target_direct,False,,control,1008376,1
6796,regions,social_media,False,,control,1030447,1
6797,spb,target_direct,False,,control,1009558,1
6798,regions,context_brand,False,,test,1058602,0
6799,regions,social_media,False,,test,1060639,1
6800,msk,social_media,False,,test,1037242,1
6801,msk,organic,True,2000.0,control,1001023,0
6802,spb,context_brand,True,15133.0,test,1041778,1
6803,regions,target_direct,False,,control,1025071,0
6804,regions,organic,False,,control,1012798,0
6805,regions,organic,False,,control,1015840,1
6806,regions,social_media,False,,control,1028425,0
6807,spb,target_direct,False,,control,1010443,1
6808,regions,organic,False,,control,1013347,0
6809,regions,organic,True,2000.0,control,1015243,0
6810,msk,organic,False,,control,1000162,1
6811,spb,organic,True,16766.0,control,1006861,1
6812,regions,organic,False,,control,1013200,0
6813,regions,organic,True,5068.0,test,1049881,1
6814,regions,organic,True,12288.0,test,1048168,0
6815,msk,organic,False,,test,1032388,0
6816,msk,target_direct,False,,test,1035202,1
6817,msk,context_brand,True,1600.0,test,1035622,1
6818,regions,organic,False,,control,1015351,1
6819,regions,target_direct,False,,test,1053028,0
6820,spb,organic,True,2000.0,control,1007686,1
6821,regions,social_media,False,,test,1060486,0
6822,msk,target_direct,False,,test,1034668,0
6823,regions,organic,True,5742.0,test,1043014,1
6824,regions,target_direct,False,,control,1018099,0
6825,regions,social_media,False,,test,1059976,1
6826,regions,target_direct,False,,control,1018531,0
6827,regions,organic,True,2000.0,test,1044865,1
6828,msk,target_direct,False,,test,1034869,0
6829,regions,target_direct,False,,control,1020091,0
6830,msk,social_media,False,,control,1006183,1
6831,regions,organic,False,,control,1014001,0
6832,msk,target_direct,True,50.0,test,1034242,1
6833,regions,target_direct,True,4350.0,control,1023130,1
6834,msk,organic,False,,test,1032070,0
6835,regions,organic,False,,test,1046452,1
6836,msk,target_direct,False,,control,1003954,1
6837,msk,target_direct,False,,control,1004170,1
6838,regions,social_media,True,7938.0,control,1030027,0
6839,regions,organic,True,2000.0,control,1016692,0
6840,regions,target_direct,False,,control,1026301,0
6841,regions,target_direct,False,,test,1050637,1
6842,spb,organic,True,12792.0,control,1006798,0
6843,msk,target_direct,False,,control,1004002,0
6844,regions,organic,False,,test,1042804,0
6845,regions,social_media,False,,control,1029478,0
6846,regions,context_brand,False,,control,1027180,1
6847,msk,target_direct,True,6208.0,control,1005085,0
6848,spb,target_direct,True,50.0,test,1039624,1
6849,spb,target_direct,False,,control,1009399,1
6850,msk,organic,True,2000.0,test,1033093,1
6851,regions,social_media,False,,control,1030141,0
6852,spb,organic,False,,control,1006933,0
6853,regions,target_direct,False,,test,1051372,1
6854,spb,social_media,False,,control,1011565,0
6855,regions,target_direct,False,,control,1018846,1
6856,msk,social_media,False,,control,1006684,0
6857,regions,organic,False,,test,1043335,1
6858,regions,context_brand,False,,control,1028164,0
6859,regions,social_media,False,,control,1028869,0
6860,regions,organic,False,,control,1016185,0
6861,spb,organic,True,18263.0,control,1007302,1
6862,regions,organic,True,12611.0,test,1043536,0
6863,regions,organic,False,,test,1046128,1
6864,msk,target_direct,False,,control,1002217,1
6865,regions,target_direct,False,,test,1052515,1
6866,regions,target_direct,True,50.0,control,1023877,0
6867,regions,organic,False,,test,1047970,0
6868,regions,target_direct,False,,test,1052986,1
6869,regions,target_direct,True,2741.0,control,1026100,1
6870,regions,target_direct,False,,control,1025980,1
6871,spb,social_media,False,,test,1042456,1
6872,regions,social_media,False,,control,1029541,1
6873,regions,target_direct,False,,control,1018894,1
6874,regions,target_direct,False,,control,1018717,0
6875,regions,target_direct,False,,test,1053877,1
6876,regions,context_brand,False,,test,1057276,0
6877,regions,context_brand,False,,test,1059757,1
6878,spb,context_brand,False,,test,1041508,1
6879,regions,organic,True,9170.0,test,1042882,1
6880,regions,target_direct,False,,test,1053655,0
6881,regions,organic,False,,test,1045357,1
6882,msk,target_direct,True,50.0,control,1004893,1
6883,regions,target_direct,False,,control,1026277,1
6884,spb,organic,False,,control,1007515,1
6885,regions,organic,False,,test,1049110,1
6886,regions,organic,True,4741.0,test,1043962,0
6887,spb,organic,False,,test,1039540,0
6888,msk,target_direct,False,,test,1033813,0
6889,regions,target_direct,False,,test,1055110,1
6890,spb,target_direct,True,5083.0,test,1040686,0
6891,regions,target_direct,False,,control,1022995,0
6892,regions,social_media,False,,test,1060522,1
6893,spb,target_direct,False,,test,1041040,1
6894,spb,organic,False,,test,1038979,0
6895,regions,organic,False,,test,1046872,0
6896,spb,context_brand,True,1600.0,test,1041817,0
6897,regions,target_direct,False,,test,1055143,1
6898,msk,target_direct,False,,control,1002529,1
6899,regions,organic,False,,control,1013668,1
6900,msk,target_direct,False,,control,1003333,0
6901,regions,organic,True,6391.0,test,1044787,1
6902,spb,organic,True,7071.0,test,1038766,0
6903,regions,target_direct,False,,control,1023946,0
6904,regions,target_direct,False,,control,1021804,1
6905,regions,organic,False,,test,1047157,1
6906,regions,target_direct,False,,control,1021189,0
6907,regions,target_direct,False,,control,1024372,1
6908,regions,organic,False,,test,1043581,0
6909,regions,organic,False,,test,1046875,0
6910,spb,target_direct,False,,test,1040185,0
6911,regions,target_direct,False,,control,1024366,1
6912,regions,social_media,False,,control,1030318,0
6913,msk,context_brand,True,1600.0,test,1036198,0
6914,msk,organic,False,,test,1031650,0
6915,msk,social_media,False,,control,1006660,1
6916,regions,organic,False,,test,1043626,0
6917,regions,social_media,False,,test,1061740,0
6918,regions,social_media,False,,control,1029649,0
6919,regions,organic,False,,test,1046701,1
6920,regions,target_direct,False,,test,1054453,1
6921,msk,target_direct,False,,control,1004779,0
6922,regions,target_direct,False,,control,1018111,1
6923,msk,organic,True,12572.0,control,1000105,0
6924,regions,organic,True,2000.0,control,1012483,1
6925,regions,organic,False,,control,1013653,0
6926,regions,organic,False,,test,1046215,0
6927,regions,organic,False,,test,1045540,0
6928,regions,social_media,False,,test,1061281,0
6929,regions,target_direct,False,,test,1052179,0
6930,regions,target_direct,True,3708.0,test,1054903,0
6931,regions,organic,False,,test,1049764,0
6932,msk,organic,True,8449.0,control,1000648,1
6933,spb,target_direct,False,,control,1009903,1
6934,spb,organic,False,,control,1007203,0
6935,regions,context_brand,False,,control,1028083,1
6936,regions,target_direct,False,,test,1051813,1
6937,spb,target_direct,False,,test,1039912,0
6938,msk,organic,False,,test,1030894,0
6939,regions,target_direct,False,,test,1054558,0
6940,regions,social_media,False,,control,1030297,1
6941,regions,social_media,False,,test,1060969,0
6942,regions,social_media,False,,control,1029703,0
6943,regions,social_media,False,,test,1060432,1
6944,regions,social_media,False,,test,1060414,1
6945,spb,social_media,True,5426.0,control,1011622,1
6946,msk,social_media,False,,test,1037464,0
6947,regions,organic,False,,control,1015156,1
6948,regions,target_direct,False,,control,1022446,1
6949,regions,target_direct,False,,control,1020547,0
6950,regions,organic,True,6408.0,test,1044289,0
6951,regions,target_direct,False,,test,1052887,1
6952,msk,target_direct,False,,control,1002097,1
6953,regions,social_media,False,,control,1029973,1
6954,spb,organic,True,6632.0,test,1038436,0
6955,regions,context_brand,True,3700.0,control,1027201,1
6956,regions,target_direct,False,,test,1052602,1
6957,regions,social_media,False,,test,1060285,0
6958,regions,organic,False,,test,1049029,0
6959,regions,organic,False,,test,1049572,1
6960,regions,context_brand,False,,control,1026619,1
6961,msk,context_brand,True,7738.0,test,1035706,1
6962,regions,target_direct,False,,control,1023733,0
6963,regions,context_brand,False,,control,1026430,1
6964,regions,organic,True,5174.0,test,1046026,0
6965,regions,context_brand,True,3708.0,test,1057723,1
6966,spb,organic,True,6700.0,control,1007317,0
6967,regions,social_media,True,6798.0,test,1061092,1
6968,regions,context_brand,False,,control,1027918,0
6969,regions,organic,False,,test,1043923,0
6970,regions,social_media,False,,control,1029826,0
6971,msk,context_brand,False,,test,1036243,0
6972,regions,organic,True,10244.0,control,1016035,1
6973,msk,context_brand,True,1600.0,control,1005493,1
6974,regions,context_brand,True,11308.0,control,1028323,0
6975,msk,target_direct,False,,control,1002640,1
6976,msk,organic,True,8925.0,test,1031614,0
6977,msk,organic,True,2000.0,test,1031494,0
6978,regions,social_media,True,4360.0,test,1061146,1
6979,regions,target_direct,False,,test,1051585,0
6980,regions,social_media,True,3399.0,control,1028926,1
6981,msk,organic,False,,control,1001146,1
6982,spb,organic,True,2000.0,test,1039618,0
6983,msk,organic,True,15698.0,test,1031776,1
6984,msk,social_media,True,6327.0,control,1006402,0
6985,regions,organic,False,,test,1043185,1
6986,regions,context_brand,False,,control,1028062,0
6987,regions,target_direct,False,,control,1020967,0
6988,spb,social_media,True,15716.0,control,1011583,1
6989,regions,target_direct,False,,control,1021402,1
6990,regions,target_direct,False,,control,1021453,1
6991,regions,target_direct,True,50.0,control,1025857,0
6992,msk,context_brand,True,1600.0,test,1036741,0
6993,regions,target_direct,False,,control,1018807,1
6994,msk,target_direct,False,,control,1004584,0
6995,spb,organic,False,,test,1038157,1
6996,regions,context_brand,False,,test,1058260,1
6997,msk,context_brand,False,,test,1036306,1
6998,regions,target_direct,False,,control,1023424,0
6999,regions,context_brand,False,,test,1056595,0
7000,regions,organic,False,,test,1050256,1
7001,regions,organic,True,5009.0,control,1012681,1
7002,regions,context_brand,False,,test,1059523,0
7003,regions,target_direct,False,,control,1023037,0
7004,regions,context_brand,False,,test,1057279,1
7005,regions,organic,False,,test,1048276,0
7006,msk,target_direct,False,,control,1002412,1
7007,regions,organic,False,,control,1014091,0
7008,regions,organic,False,,test,1050328,1
7009,regions,context_brand,False,,test,1058626,0
7010,regions,organic,False,,test,1044769,0
7011,spb,target_direct,False,,control,1008832,0
7012,spb,organic,False,,control,1007932,1
7013,regions,organic,False,,test,1045276,1
7014,msk,organic,False,,test,1032262,1
7015,regions,social_media,False,,test,1061704,0
7016,spb,context_brand,True,6497.0,control,1011160,1
7017,regions,organic,False,,test,1044403,1
7018,msk,organic,True,8423.0,control,1000297,0
7019,spb,context_brand,False,,control,1010917,1
7020,regions,organic,False,,test,1048558,0
7021,regions,organic,False,,control,1012405,0
7022,regions,context_brand,False,,control,1028017,0
7023,spb,context_brand,True,11276.0,test,1041385,1
7024,spb,organic,True,2000.0,test,1037740,1
7025,spb,target_direct,True,4989.0,test,1040338,0
7026,spb,context_brand,False,,control,1010773,1
7027,regions,target_direct,False,,test,1055320,0
7028,regions,target_direct,True,2549.0,test,1053619,1
7029,spb,context_brand,True,1600.0,test,1041262,0
7030,regions,target_direct,True,4529.0,test,1052503,1
7031,msk,context_brand,False,,test,1036081,1
7032,regions,social_media,False,,control,1028896,1
7033,regions,context_brand,False,,test,1058611,1
7034,msk,target_direct,False,,control,1003687,0
7035,msk,target_direct,False,,test,1034929,1
7036,regions,context_brand,False,,test,1058035,0
7037,regions,target_direct,False,,control,1025251,0
7038,regions,target_direct,False,,test,1054126,0
7039,msk,target_direct,False,,test,1035382,1
7040,regions,target_direct,True,50.0,control,1018888,1
7041,regions,target_direct,False,,control,1020103,0
7042,msk,organic,True,7710.0,control,1000774,1
7043,regions,target_direct,False,,control,1020649,0
7044,regions,social_media,True,2957.0,test,1059871,0
7045,msk,target_direct,True,50.0,control,1004410,1
7046,spb,target_direct,False,,control,1010671,0
7047,regions,target_direct,False,,test,1053286,1
7048,regions,target_direct,False,,test,1054306,0
7049,regions,organic,False,,control,1012708,1
7050,msk,target_direct,False,,control,1002895,1
7051,regions,social_media,False,,control,1028821,0
7052,msk,target_direct,False,,control,1003618,1
7053,msk,context_brand,False,,test,1036564,1
7054,msk,organic,False,,control,1000504,1
7055,regions,organic,False,,test,1044130,0
7056,regions,target_direct,False,,control,1025590,1
7057,regions,organic,False,,test,1048843,1
7058,regions,organic,True,4860.0,test,1049932,0
7059,msk,target_direct,True,50.0,test,1033465,0
7060,msk,social_media,False,,test,1037296,1
7061,regions,context_brand,False,,control,1026841,0
7062,spb,context_brand,False,,control,1011148,0
7063,spb,target_direct,False,,test,1040632,0
7064,regions,target_direct,True,8004.0,control,1017853,0
7065,regions,social_media,False,,control,1030321,1
7066,spb,organic,True,2000.0,control,1007422,0
7067,spb,context_brand,True,1600.0,test,1041925,0
7068,regions,organic,True,5936.0,test,1044997,0
7069,regions,context_brand,False,,test,1059145,0
7070,regions,target_direct,False,,test,1051126,1
7071,regions,organic,True,4650.0,test,1042921,0
7072,regions,target_direct,True,6750.0,test,1051630,0
7073,regions,organic,False,,control,1013569,1
7074,regions,target_direct,False,,control,1019230,0
7075,regions,social_media,False,,control,1029151,1
7076,regions,organic,True,8866.0,test,1048537,1
7077,regions,target_direct,False,,control,1018789,1
7078,msk,target_direct,False,,test,1034179,1
7079,regions,target_direct,False,,test,1052875,1
7080,regions,target_direct,False,,test,1053064,0
7081,regions,organic,False,,test,1048006,1
7082,regions,target_direct,False,,control,1019695,0
7083,regions,target_direct,False,,control,1021621,1
7084,msk,target_direct,True,50.0,test,1035211,0
7085,spb,social_media,False,,test,1042333,0
7086,regions,social_media,False,,test,1060249,1
7087,regions,context_brand,True,8304.0,control,1027564,0
7088,regions,organic,True,2000.0,test,1045243,0
7089,msk,target_direct,True,50.0,control,1005031,0
7090,regions,organic,False,,test,1044799,1
7091,regions,organic,False,,test,1048834,0
7092,regions,organic,False,,test,1048183,0
7093,spb,organic,False,,control,1006984,0
7094,regions,social_media,False,,test,1061620,0
7095,regions,context_brand,False,,test,1058377,0
7096,spb,target_direct,False,,control,1009777,1
7097,msk,organic,False,,test,1030870,0
7098,regions,target_direct,False,,control,1022572,1
7099,regions,context_brand,False,,test,1058440,0
7100,regions,organic,False,,control,1013920,1
7101,spb,organic,False,,test,1037644,0
7102,msk,organic,True,7933.0,test,1031482,1
7103,msk,target_direct,False,,control,1004212,0
7104,msk,context_brand,True,12158.0,test,1036339,1
7105,regions,target_direct,True,3179.0,test,1055272,0
7106,msk,target_direct,True,50.0,control,1003657,1
7107,regions,organic,False,,test,1048093,0
7108,msk,organic,True,2000.0,control,1000627,1
7109,regions,target_direct,False,,control,1020181,0
7110,regions,context_brand,False,,control,1028206,1
7111,spb,target_direct,False,,control,1010698,1
7112,regions,target_direct,True,2182.0,control,1026307,0
7113,regions,organic,False,,control,1015696,0
7114,regions,organic,False,,test,1049299,1
7115,regions,target_direct,False,,test,1050730,0
7116,regions,organic,False,,control,1012315,0
7117,regions,target_direct,False,,control,1021348,1
7118,regions,organic,False,,test,1049245,0
7119,regions,social_media,True,4244.0,control,1028545,1
7120,msk,organic,True,8879.0,test,1031365,0
7121,msk,target_direct,False,,test,1035316,1
7122,regions,context_brand,False,,control,1027210,0
7123,regions,target_direct,False,,control,1019467,1
7124,regions,organic,True,2000.0,control,1014343,1
7125,msk,organic,False,,test,1032100,0
7126,regions,context_brand,True,8826.0,test,1058524,1
7127,msk,organic,False,,control,1000642,1
7128,spb,context_brand,False,,test,1041865,1
7129,regions,target_direct,False,,test,1052209,0
7130,regions,organic,False,,control,1016041,0
7131,regions,organic,True,5787.0,control,1017316,1
7132,msk,organic,True,13444.0,test,1031059,1
7133,regions,organic,False,,test,1047106,1
7134,regions,organic,True,4870.0,control,1017232,0
7135,spb,organic,False,,test,1038706,1
7136,regions,social_media,False,,control,1029616,0
7137,regions,target_direct,False,,control,1025596,0
7138,regions,organic,False,,control,1015564,0
7139,msk,target_direct,False,,test,1034809,0
7140,regions,target_direct,False,,test,1053694,1
7141,spb,context_brand,False,,test,1041559,1
7142,regions,target_direct,True,3929.0,control,1022764,1
7143,msk,target_direct,True,13514.0,test,1034989,1
7144,regions,target_direct,False,,control,1025818,1
7145,regions,organic,False,,test,1044361,1
7146,regions,target_direct,True,50.0,test,1050976,1
7147,regions,target_direct,False,,test,1054471,0
7148,spb,context_brand,True,10838.0,test,1041610,1
7149,spb,organic,False,,control,1007257,1
7150,regions,organic,False,,control,1014304,0
7151,msk,target_direct,False,,control,1003018,1
7152,regions,social_media,False,,control,1029067,1
7153,msk,target_direct,False,,control,1004623,0
7154,regions,social_media,False,,test,1061332,0
7155,msk,social_media,False,,control,1006468,0
7156,regions,target_direct,True,3057.0,control,1022656,1
7157,msk,organic,False,,control,1001662,1
7158,msk,context_brand,True,1600.0,test,1036192,1
7159,regions,target_direct,False,,test,1054519,1
7160,regions,social_media,False,,control,1029085,0
7161,msk,context_brand,False,,test,1036546,0
7162,regions,target_direct,False,,control,1026133,1
7163,regions,target_direct,True,50.0,control,1026082,1
7164,regions,organic,True,4609.0,control,1014427,0
7165,regions,context_brand,True,8491.0,test,1058104,0
7166,msk,organic,True,21194.0,control,1001773,1
7167,msk,target_direct,True,50.0,control,1003783,1
7168,regions,context_brand,False,,test,1056718,0
7169,regions,context_brand,False,,test,1058107,1
7170,regions,organic,False,,control,1014769,0
7171,regions,target_direct,False,,control,1026226,0
7172,regions,organic,True,8124.0,control,1017604,1
7173,regions,organic,True,2000.0,test,1048738,1
7174,regions,organic,False,,control,1014526,0
7175,regions,context_brand,False,,control,1028368,0
7176,regions,target_direct,False,,test,1050910,0
7177,regions,target_direct,False,,control,1023604,0
7178,regions,target_direct,False,,test,1050772,0
7179,regions,target_direct,False,,test,1051210,0
7180,regions,organic,True,7210.0,control,1012678,1
7181,msk,target_direct,True,50.0,control,1002574,0
7182,regions,context_brand,True,1600.0,test,1059634,1
7183,spb,context_brand,False,,test,1041310,1
7184,msk,organic,True,22970.0,test,1032832,1
7185,msk,context_brand,True,8527.0,test,1036234,0
7186,spb,target_direct,True,5517.0,control,1010704,0
7187,spb,organic,False,,test,1037683,1
7188,spb,target_direct,False,,test,1040746,1
7189,msk,target_direct,False,,control,1003519,0
7190,msk,organic,True,21683.0,test,1031065,0
7191,regions,organic,False,,control,1011964,1
7192,regions,context_brand,False,,control,1027132,1
7193,msk,target_direct,True,50.0,test,1035160,0
7194,msk,target_direct,False,,control,1003453,1
7195,regions,organic,False,,test,1049083,0
7196,regions,target_direct,False,,control,1022872,1
7197,msk,organic,True,8446.0,test,1033291,0
7198,regions,target_direct,False,,test,1053262,1
7199,spb,social_media,True,4783.0,control,1011826,0
7200,regions,context_brand,False,,test,1059862,0
7201,regions,target_direct,True,50.0,test,1054918,0
7202,regions,organic,False,,control,1013173,0
7203,regions,organic,True,4058.0,control,1013035,0
7204,msk,context_brand,True,21876.0,control,1005832,0
7205,msk,target_direct,False,,test,1034194,1
7206,regions,context_brand,False,,test,1058695,0
7207,regions,context_brand,False,,control,1027762,1
7208,spb,target_direct,False,,test,1039711,1
7209,regions,context_brand,False,,test,1057681,0
7210,regions,organic,False,,test,1045429,1
7211,msk,social_media,True,7069.0,test,1036846,0
7212,regions,target_direct,False,,test,1052521,1
7213,regions,target_direct,False,,control,1018615,1
7214,regions,social_media,True,7872.0,test,1060057,1
7215,regions,organic,True,2000.0,control,1013983,1
7216,regions,target_direct,True,4025.0,control,1022212,1
7217,msk,organic,True,19913.0,control,1001392,1
7218,regions,context_brand,False,,test,1058374,1
7219,regions,target_direct,False,,control,1019059,0
7220,regions,target_direct,True,4640.0,control,1026199,0
7221,regions,target_direct,False,,control,1019365,0
7222,regions,target_direct,False,,test,1051321,1
7223,spb,organic,False,,test,1039009,0
7224,msk,target_direct,True,15332.0,test,1034311,1
7225,msk,social_media,True,6496.0,test,1037227,0
7226,msk,target_direct,False,,control,1005136,0
7227,regions,social_media,False,,control,1029415,1
7228,regions,context_brand,False,,control,1026967,0
7229,regions,social_media,False,,control,1030621,0
7230,regions,organic,False,,test,1042879,0
7231,spb,organic,False,,test,1038574,0
7232,regions,organic,True,5686.0,test,1042978,0
7233,msk,target_direct,False,,test,1034917,0
7234,msk,organic,False,,test,1031116,0
7235,regions,organic,False,,test,1045363,1
7236,spb,organic,True,2000.0,test,1038481,1
7237,regions,target_direct,False,,control,1023370,0
7238,spb,organic,False,,test,1037881,0
7239,regions,context_brand,False,,test,1058224,1
7240,regions,context_brand,False,,control,1027612,1
7241,spb,organic,False,,test,1037986,1
7242,spb,target_direct,True,4822.0,test,1040968,1
7243,spb,organic,True,7297.0,control,1007218,0
7244,regions,social_media,False,,test,1060420,1
7245,regions,organic,False,,test,1043206,1
7246,spb,target_direct,False,,test,1040269,1
7247,regions,context_brand,True,4299.0,control,1026442,1
7248,regions,target_direct,False,,control,1019947,1
7249,msk,target_direct,True,50.0,control,1003186,1
7250,spb,organic,True,12832.0,control,1007158,0
7251,regions,organic,True,4888.0,test,1050037,1
7252,regions,organic,False,,control,1014871,0
7253,regions,target_direct,False,,test,1055968,1
