,geo_group,marketing_group,created_order,order_sum,test_group,user_id
3325,msk,target_direct,False,,control,1004191
3326,regions,target_direct,True,50.0,test,1095523
3327,regions,social_media,True,200.0,test,1117186
3328,regions,organic,False,,test,1093450
3329,regions,social_media,False,,test,1116928
3330,spb,organic,False,,test,1077268
3331,regions,target_direct,False,,test,1105915
3332,msk,target_direct,False,,control,1004770
3333,regions,organic,False,,control,1033402
3334,msk,context_brand,False,,test,1072108
3335,regions,target_direct,False,,test,1108048
3336,msk,target_direct,False,,control,1004683
3337,regions,target_direct,False,,test,1104604
3338,msk,target_direct,True,13640.0,control,1005895
3339,msk,organic,True,2000.0,test,1062307
3340,regions,organic,True,5493.0,control,1026916
3341,regions,target_direct,False,,test,1097005
3342,regions,target_direct,False,,control,1036852
3343,regions,organic,False,,control,1029490
3344,spb,target_direct,False,,control,1020061
3345,regions,organic,False,,test,1089805
3346,spb,context_brand,False,,control,1022206
3347,regions,target_direct,True,5698.0,test,1109281
3348,regions,social_media,False,,control,1057981
3349,regions,organic,False,,control,1026268
3350,spb,target_direct,False,,test,1081207
3351,msk,organic,True,7675.0,control,1000003
3352,regions,social_media,False,,control,1058869
3353,regions,target_direct,True,4864.0,control,1042987
3354,regions,organic,False,,test,1094392
3355,spb,target_direct,True,50.0,control,1018654
3356,spb,target_direct,True,5536.0,test,1078180
3357,spb,target_direct,True,50.0,control,1018018
3358,regions,organic,True,2000.0,control,1034062
3359,regions,organic,False,,test,1085263
3360,regions,organic,True,10478.0,test,1089505
3361,regions,target_direct,True,50.0,control,1040032
3362,regions,organic,True,2000.0,test,1089961
3363,msk,target_direct,False,,control,1008901
3364,regions,organic,False,,test,1087336
3365,spb,target_direct,False,,test,1078327
3366,regions,target_direct,False,,control,1043986
3367,regions,target_direct,False,,control,1050199
3368,regions,organic,False,,control,1033372
3369,regions,social_media,False,,test,1117609
3370,msk,target_direct,False,,test,1070398
3371,regions,context_brand,True,1600.0,test,1112131
3372,regions,target_direct,False,,test,1102405
3373,regions,organic,True,5963.0,test,1093516
3374,regions,social_media,False,,control,1058320
3375,msk,organic,True,8831.0,test,1062724
3376,spb,target_direct,False,,control,1020928
3377,regions,target_direct,True,50.0,control,1044940
3378,msk,target_direct,False,,test,1069972
3379,regions,context_brand,False,,control,1055260
3380,regions,target_direct,False,,test,1099855
3381,regions,context_brand,False,,control,1054885
3382,regions,organic,False,,test,1093021
3383,spb,organic,False,,control,1016281
3384,regions,target_direct,True,13474.0,control,1051114
3385,regions,target_direct,True,3995.0,control,1039924
3386,regions,organic,True,4134.0,control,1031230
3387,spb,organic,False,,test,1075921
3388,msk,target_direct,False,,test,1069738
3389,msk,context_brand,False,,test,1072087
3390,msk,social_media,False,,control,1012192
3391,msk,organic,False,,control,1001191
3392,regions,organic,False,,control,1027693
3393,regions,target_direct,False,,test,1097788
3394,regions,social_media,False,,test,1118443
3395,regions,organic,False,,control,1024645
3396,regions,organic,False,,control,1024576
3397,regions,organic,True,4197.0,control,1027999
3398,msk,target_direct,True,50.0,control,1009558
3399,regions,target_direct,False,,test,1098151
3400,spb,organic,False,,control,1015975
3401,spb,organic,True,7029.0,control,1015579
3402,regions,target_direct,False,,control,1047826
3403,regions,organic,False,,test,1088911
3404,regions,target_direct,True,6412.0,control,1045138
3405,msk,target_direct,True,6001.0,control,1006519
3406,regions,target_direct,False,,control,1039822
3407,regions,organic,True,2000.0,control,1027540
3408,regions,target_direct,False,,control,1038922
3409,regions,organic,False,,test,1086139
3410,msk,target_direct,False,,test,1069222
3411,msk,organic,True,29235.0,test,1063795
3412,regions,social_media,False,,test,1118734
3413,regions,target_direct,True,10518.0,control,1042594
3414,regions,organic,False,,test,1095217
3415,msk,context_brand,False,,test,1071907
3416,regions,context_brand,True,9982.0,control,1056550
3417,regions,context_brand,False,,control,1055404
3418,msk,target_direct,False,,control,1006465
3419,regions,organic,True,5311.0,test,1086703
3420,regions,target_direct,False,,test,1106854
3421,msk,context_brand,True,14968.0,control,1011166
3422,msk,social_media,True,18104.0,test,1073674
3423,regions,social_media,True,200.0,control,1059187
3424,regions,target_direct,False,,test,1109245
3425,spb,organic,False,,control,1015987
3426,regions,organic,False,,control,1032118
3427,regions,target_direct,True,3168.0,control,1049455
3428,regions,organic,True,5745.0,test,1087705
3429,spb,target_direct,False,,control,1021444
3430,regions,organic,True,6438.0,test,1091230
3431,msk,target_direct,True,5316.0,test,1067413
3432,regions,target_direct,False,,control,1041043
3433,spb,context_brand,False,,test,1082929
3434,msk,context_brand,False,,control,1010575
3435,msk,organic,True,2000.0,control,1001032
3436,regions,organic,False,,control,1024186
3437,msk,organic,False,,control,1002607
3438,regions,social_media,False,,control,1058173
3439,msk,context_brand,True,7817.0,test,1071439
3440,spb,social_media,True,5596.0,test,1083160
3441,msk,organic,False,,test,1064806
3442,regions,target_direct,False,,control,1050751
3443,regions,organic,True,7094.0,test,1094131
3444,regions,organic,True,5049.0,test,1088797
3445,msk,organic,True,2000.0,control,1003459
3446,regions,organic,False,,control,1034596
3447,regions,organic,False,,control,1024357
3448,regions,organic,False,,test,1093729
3449,regions,context_brand,False,,control,1056541
3450,regions,organic,False,,control,1032943
3451,regions,target_direct,True,5950.0,control,1037902
3452,regions,target_direct,True,50.0,test,1105843
3453,regions,social_media,False,,test,1117714
3454,regions,social_media,True,2201.0,control,1061239
3455,spb,context_brand,True,23416.0,control,1022464
3456,msk,target_direct,True,50.0,control,1005367
3457,regions,target_direct,False,,test,1100998
3458,regions,organic,False,,test,1089019
3459,regions,target_direct,True,10283.0,control,1043098
3460,regions,target_direct,False,,test,1105207
3461,regions,target_direct,False,,control,1038379
3462,spb,social_media,True,200.0,control,1023091
3463,regions,organic,False,,control,1029823
3464,regions,organic,False,,control,1024231
3465,regions,target_direct,False,,test,1097791
3466,regions,social_media,False,,control,1060150
3467,regions,organic,False,,test,1087312
3468,regions,context_brand,False,,test,1115557
3469,spb,target_direct,True,14945.0,test,1081339
3470,regions,organic,False,,test,1088497
3471,regions,target_direct,False,,test,1108888
3472,spb,target_direct,False,,control,1018801
3473,regions,target_direct,False,,control,1040944
3474,msk,social_media,True,6512.0,control,1012156
3475,regions,organic,False,,test,1092715
3476,regions,organic,True,2000.0,test,1090942
3477,regions,social_media,False,,control,1057183
3478,msk,target_direct,False,,test,1065559
3479,regions,target_direct,False,,test,1102423
3480,regions,target_direct,True,6248.0,test,1106818
3481,regions,target_direct,True,3345.0,test,1106014
3482,regions,target_direct,True,3043.0,control,1044856
3483,spb,social_media,False,,test,1083847
3484,msk,target_direct,False,,control,1005217
3485,regions,target_direct,False,,control,1050766
3486,regions,target_direct,False,,test,1096861
3487,regions,target_direct,False,,control,1046695
3488,regions,context_brand,False,,control,1054384
3489,regions,context_brand,False,,test,1114312
3490,spb,target_direct,False,,control,1020823
3491,regions,organic,True,9344.0,control,1029601
3492,regions,social_media,False,,test,1118149
3493,msk,social_media,False,,control,1011994
3494,regions,target_direct,False,,control,1051225
3495,msk,target_direct,False,,control,1007953
3496,regions,organic,False,,test,1084711
3497,spb,social_media,False,,control,1023286
3498,regions,social_media,False,,test,1118461
3499,regions,context_brand,False,,test,1114750
3500,spb,target_direct,False,,test,1078945
3501,spb,target_direct,False,,control,1016908
3502,regions,social_media,False,,test,1117120
3503,regions,organic,False,,test,1094917
3504,regions,organic,False,,control,1031317
3505,regions,target_direct,True,2114.0,control,1046401
3506,msk,target_direct,False,,control,1010188
3507,regions,organic,False,,control,1035118
3508,regions,social_media,False,,test,1115854
3509,spb,target_direct,True,5517.0,test,1081636
3510,regions,target_direct,True,4277.0,test,1107730
3511,regions,target_direct,False,,test,1099333
3512,regions,organic,True,2000.0,test,1094563
3513,msk,organic,True,2000.0,test,1061602
3514,spb,social_media,True,15320.0,test,1083676
3515,regions,social_media,False,,test,1118380
3516,msk,target_direct,False,,control,1004647
3517,regions,target_direct,False,,test,1109887
3518,msk,organic,True,8183.0,test,1061674
3519,msk,target_direct,False,,test,1069231
3520,regions,organic,False,,test,1090594
3521,msk,organic,False,,test,1064575
3522,spb,social_media,False,,test,1083589
3523,regions,organic,True,2000.0,control,1023961
3524,msk,organic,True,7560.0,control,1001650
3525,regions,social_media,False,,test,1117126
3526,msk,organic,False,,test,1063018
3527,regions,target_direct,True,50.0,control,1042900
3528,msk,target_direct,False,,test,1070050
3529,regions,social_media,False,,control,1059445
3530,regions,context_brand,True,1600.0,control,1054831
3531,msk,organic,False,,test,1062946
3532,spb,target_direct,False,,control,1016947
3533,regions,target_direct,False,,control,1043968
3534,msk,target_direct,False,,test,1068961
3535,regions,context_brand,True,1600.0,test,1115587
3536,msk,target_direct,False,,test,1069393
3537,regions,organic,False,,control,1030822
3538,regions,target_direct,False,,test,1106458
3539,msk,organic,False,,control,1003498
3540,regions,target_direct,True,2440.0,control,1038001
3541,regions,social_media,False,,test,1116892
3542,regions,organic,False,,control,1034554
3543,regions,social_media,True,4149.0,control,1059478
3544,regions,target_direct,False,,test,1105654
3545,regions,context_brand,False,,control,1055617
3546,msk,social_media,True,28035.0,control,1012363
3547,spb,context_brand,False,,control,1022554
3548,msk,target_direct,False,,test,1070827
3549,regions,organic,False,,control,1026301
3550,regions,target_direct,True,5270.0,control,1046350
3551,regions,social_media,True,200.0,control,1060036
3552,spb,context_brand,True,12498.0,test,1082344
3553,msk,organic,False,,control,1001542
3554,regions,organic,False,,test,1085473
3555,msk,target_direct,False,,test,1067335
3556,regions,organic,False,,test,1093477
3557,msk,target_direct,True,50.0,test,1067425
3558,spb,context_brand,True,12524.0,control,1021906
3559,regions,target_direct,False,,control,1038580
3560,regions,context_brand,True,12706.0,control,1056346
3561,regions,target_direct,True,7889.0,control,1044964
3562,msk,organic,False,,test,1062202
3563,regions,target_direct,False,,control,1047058
3564,msk,organic,True,2000.0,test,1063546
3565,msk,target_direct,False,,control,1004413
3566,regions,social_media,False,,control,1059952
3567,spb,social_media,True,200.0,control,1023799
3568,regions,organic,False,,test,1091995
3569,regions,target_direct,True,5386.0,test,1105147
3570,regions,target_direct,False,,test,1102816
3571,regions,target_direct,False,,test,1107886
3572,regions,target_direct,False,,test,1102186
3573,msk,target_direct,True,16253.0,test,1068568
3574,msk,organic,False,,control,1001533
3575,msk,context_brand,True,7309.0,control,1010425
3576,regions,social_media,False,,control,1059538
3577,msk,organic,False,,control,1003651
3578,msk,organic,False,,control,1000573
3579,msk,organic,True,8056.0,test,1062283
3580,msk,organic,False,,test,1065346
3581,msk,context_brand,False,,control,1011427
3582,regions,target_direct,False,,control,1048777
3583,regions,target_direct,True,3986.0,test,1110901
3584,regions,target_direct,False,,control,1041100
3585,regions,context_brand,False,,test,1114225
3586,regions,context_brand,False,,test,1112176
3587,regions,context_brand,False,,control,1055452
3588,regions,organic,False,,control,1033165
3589,regions,organic,False,,test,1092190
3590,spb,organic,False,,control,1015192
3591,regions,organic,False,,test,1092985
3592,regions,target_direct,False,,test,1111654
3593,regions,organic,False,,control,1030309
3594,regions,target_direct,False,,control,1039657
3595,msk,context_brand,False,,control,1011700
3596,regions,organic,False,,control,1032274
3597,spb,target_direct,True,9934.0,test,1077976
3598,regions,organic,False,,control,1033651
3599,regions,target_direct,False,,control,1043005
3600,regions,organic,True,7934.0,test,1088155
3601,regions,organic,False,,test,1084261
3602,spb,organic,False,,control,1013827
3603,spb,organic,True,12744.0,control,1016431
3604,regions,target_direct,False,,test,1102729
3605,msk,organic,True,2000.0,control,1003315
3606,msk,context_brand,False,,test,1072516
3607,msk,organic,True,2000.0,control,1004137
3608,spb,target_direct,True,5460.0,control,1018762
3609,msk,target_direct,False,,test,1067689
3610,msk,target_direct,True,6769.0,test,1067440
3611,regions,organic,False,,control,1027579
3612,regions,target_direct,False,,control,1037029
3613,regions,organic,False,,test,1091101
3614,regions,context_brand,False,,test,1114843
3615,regions,target_direct,False,,control,1043833
3616,msk,target_direct,False,,test,1069213
3617,regions,target_direct,False,,test,1098964
3618,regions,target_direct,False,,control,1043320
3619,regions,target_direct,False,,test,1100758
3620,regions,organic,True,6458.0,control,1032862
3621,regions,target_direct,False,,test,1107397
3622,regions,organic,False,,control,1031128
3623,regions,target_direct,False,,control,1046728
3624,regions,target_direct,False,,control,1043647
3625,spb,context_brand,True,6405.0,test,1082317
3626,regions,organic,False,,test,1093186
3627,msk,organic,False,,test,1063951
3628,regions,organic,False,,test,1091626
3629,regions,target_direct,False,,test,1109998
3630,spb,social_media,True,9910.0,test,1083367
3631,regions,target_direct,False,,control,1043752
3632,spb,organic,True,11990.0,test,1077028
3633,regions,context_brand,True,10105.0,control,1056718
3634,regions,target_direct,True,2556.0,test,1108597
3635,spb,target_direct,False,,test,1079797
3636,msk,context_brand,True,7722.0,control,1011709
3637,regions,target_direct,True,4994.0,control,1049653
3638,regions,target_direct,False,,test,1106704
3639,msk,target_direct,True,50.0,test,1066351
3640,spb,organic,False,,control,1014073
3641,spb,target_direct,False,,test,1081681
3642,spb,organic,False,,control,1013590
3643,regions,context_brand,True,9724.0,control,1053904
3644,regions,organic,True,2000.0,test,1084555
3645,regions,organic,True,9554.0,test,1087615
3646,spb,target_direct,True,50.0,test,1081372
3647,regions,target_direct,True,4114.0,control,1051468
3648,msk,target_direct,True,5723.0,test,1065631
3649,regions,target_direct,False,,control,1045381
3650,regions,target_direct,False,,control,1039417
3651,spb,target_direct,True,5331.0,test,1078909
3652,regions,target_direct,False,,control,1048084
3653,msk,organic,False,,control,1000735
3654,regions,organic,False,,control,1027414
3655,regions,organic,True,2000.0,control,1027279
3656,regions,target_direct,True,16790.0,test,1102501
3657,msk,target_direct,False,,control,1008310
3658,spb,social_media,True,5491.0,test,1084027
3659,regions,organic,True,2000.0,test,1085068
3660,regions,organic,False,,control,1027396
3661,regions,organic,False,,test,1084963
3662,spb,context_brand,True,1600.0,test,1082839
3663,regions,social_media,False,,control,1057264
3664,regions,social_media,False,,test,1117744
3665,spb,target_direct,False,,test,1079728
3666,regions,organic,False,,control,1032388
3667,regions,target_direct,False,,test,1100401
3668,regions,target_direct,False,,test,1097710
3669,msk,target_direct,True,50.0,control,1006657
3670,msk,organic,True,2000.0,test,1064122
3671,msk,context_brand,True,12060.0,control,1010578
3672,spb,target_direct,False,,test,1078657
3673,regions,target_direct,False,,test,1102030
3674,regions,organic,False,,control,1027177
3675,spb,organic,True,7077.0,control,1016647
3676,regions,target_direct,False,,control,1047025
3677,regions,organic,False,,control,1029409
3678,regions,target_direct,False,,control,1040707
3679,regions,organic,False,,test,1086622
3680,regions,organic,False,,control,1033279
3681,regions,organic,False,,control,1027708
3682,regions,context_brand,False,,test,1113952
3683,regions,target_direct,False,,test,1105510
3684,regions,target_direct,False,,control,1038532
3685,spb,target_direct,True,5330.0,test,1078138
3686,regions,target_direct,True,50.0,test,1101955
3687,msk,context_brand,False,,control,1011559
3688,regions,organic,True,5948.0,test,1092082
3689,msk,target_direct,True,18740.0,control,1005805
3690,regions,context_brand,True,1600.0,control,1055884
3691,regions,target_direct,False,,control,1051033
3692,regions,organic,True,2000.0,test,1084309
3693,regions,organic,False,,control,1034584
3694,spb,organic,False,,control,1015423
3695,spb,organic,True,20388.0,control,1015147
3696,regions,social_media,False,,test,1118584
3697,regions,organic,False,,test,1091344
3698,regions,social_media,False,,control,1058188
3699,regions,target_direct,False,,test,1102018
3700,regions,target_direct,False,,test,1103530
3701,spb,target_direct,True,5136.0,control,1017880
3702,regions,context_brand,False,,test,1114462
3703,regions,organic,False,,test,1094809
3704,msk,target_direct,False,,test,1068301
3705,regions,target_direct,False,,control,1046917
3706,regions,organic,False,,test,1090711
3707,regions,social_media,False,,test,1116733
3708,msk,target_direct,False,,control,1007785
3709,msk,target_direct,False,,control,1008616
3710,regions,target_direct,False,,test,1101814
3711,regions,social_media,True,200.0,control,1058698
3712,msk,target_direct,False,,control,1004419
3713,regions,target_direct,True,2893.0,test,1109956
3714,regions,target_direct,False,,control,1037980
3715,regions,organic,True,2000.0,control,1031773
3716,msk,organic,False,,test,1062184
3717,regions,target_direct,False,,control,1041169
3718,regions,organic,False,,control,1026856
3719,regions,organic,True,2000.0,control,1032685
3720,regions,social_media,False,,test,1117105
3721,spb,social_media,False,,test,1083607
3722,spb,organic,False,,control,1014355
3723,regions,target_direct,False,,control,1048438
3724,regions,organic,True,5492.0,test,1088650
3725,msk,target_direct,False,,control,1004557
3726,regions,context_brand,False,,test,1113097
3727,msk,organic,False,,control,1004104
3728,spb,target_direct,True,9844.0,test,1077421
3729,regions,organic,False,,test,1087057
3730,spb,target_direct,True,4662.0,control,1018558
3731,spb,target_direct,False,,control,1019752
3732,regions,target_direct,False,,control,1044769
3733,spb,target_direct,True,5301.0,test,1080157
3734,msk,organic,False,,test,1062652
3735,regions,target_direct,False,,control,1044883
3736,spb,target_direct,False,,control,1020271
3737,msk,target_direct,True,5296.0,test,1070452
3738,regions,organic,False,,control,1027948
3739,regions,target_direct,False,,test,1111276
3740,regions,target_direct,False,,control,1042792
3741,spb,organic,True,6513.0,test,1075639
3742,spb,organic,True,11796.0,test,1077199
3743,regions,context_brand,True,10396.0,test,1113628
3744,regions,target_direct,True,8598.0,control,1050658
3745,regions,social_media,True,200.0,test,1115962
3746,msk,target_direct,True,5298.0,test,1067479
3747,regions,organic,False,,control,1028737
3748,msk,social_media,True,200.0,control,1012135
3749,regions,target_direct,False,,test,1100779
3750,regions,social_media,True,6082.0,control,1060345
3751,msk,target_direct,True,5763.0,test,1071139
3752,spb,target_direct,False,,test,1077376
3753,regions,target_direct,False,,control,1049650
3754,regions,target_direct,True,2287.0,control,1042123
3755,regions,target_direct,False,,control,1041961
3756,msk,target_direct,False,,test,1065982
3757,regions,social_media,False,,control,1058560
3758,regions,target_direct,False,,control,1050913
3759,regions,context_brand,False,,control,1056232
3760,msk,target_direct,False,,test,1066012
3761,regions,organic,False,,test,1093774
3762,regions,organic,True,4692.0,test,1089412
3763,spb,organic,True,7214.0,control,1015837
3764,regions,organic,False,,test,1086559
3765,msk,target_direct,False,,test,1067629
3766,spb,organic,True,2000.0,test,1075657
3767,regions,organic,False,,test,1090468
3768,msk,target_direct,True,50.0,test,1070611
3769,regions,organic,False,,control,1030960
3770,spb,social_media,True,10460.0,test,1083916
3771,msk,organic,True,12390.0,test,1064980
3772,regions,target_direct,False,,control,1050094
3773,regions,target_direct,False,,test,1098985
3774,spb,social_media,False,,test,1083253
3775,msk,target_direct,False,,control,1005352
3776,regions,organic,False,,control,1024801
3777,regions,social_media,False,,control,1058092
3778,msk,organic,False,,test,1065304
3779,regions,target_direct,False,,test,1106290
3780,regions,target_direct,False,,test,1096933
3781,regions,target_direct,False,,test,1108195
3782,regions,target_direct,True,3817.0,control,1035580
3783,spb,organic,False,,test,1075255
3784,regions,organic,False,,test,1088299
3785,regions,social_media,False,,test,1117936
3786,regions,target_direct,False,,test,1107565
3787,regions,target_direct,False,,control,1044523
3788,msk,target_direct,False,,test,1070647
3789,regions,context_brand,True,1600.0,test,1113019
3790,msk,target_direct,False,,control,1009462
3791,spb,target_direct,True,50.0,test,1078705
3792,spb,context_brand,False,,control,1021813
3793,regions,social_media,True,2560.0,test,1117543
3794,msk,target_direct,False,,control,1007065
3795,regions,target_direct,False,,control,1037011
3796,regions,organic,True,2000.0,test,1093708
3797,regions,social_media,False,,control,1058710
3798,spb,organic,True,2000.0,control,1016242
3799,msk,target_direct,False,,control,1007713
3800,regions,social_media,False,,control,1057060
3801,regions,target_direct,False,,test,1105030
3802,regions,context_brand,False,,test,1112431
3803,regions,target_direct,False,,control,1051399
3804,msk,target_direct,True,17906.0,test,1065958
3805,regions,social_media,False,,test,1118695
3806,msk,target_direct,False,,test,1066660
3807,spb,organic,True,6605.0,test,1075954
3808,regions,target_direct,False,,control,1040839
3809,regions,context_brand,False,,control,1056256
3810,regions,target_direct,False,,test,1097611
3811,regions,organic,False,,test,1088560
3812,regions,social_media,False,,control,1057846
3813,regions,social_media,False,,control,1059673
3814,regions,target_direct,False,,control,1051471
3815,spb,organic,True,2000.0,control,1013857
3816,spb,social_media,False,,test,1084051
3817,regions,organic,False,,control,1030849
3818,msk,target_direct,False,,control,1004773
3819,msk,context_brand,False,,control,1011208
3820,regions,target_direct,False,,control,1046968
3821,regions,target_direct,False,,test,1111624
3822,msk,context_brand,True,7077.0,control,1010878
3823,regions,target_direct,False,,control,1045414
3824,msk,organic,True,8191.0,control,1000990
3825,msk,organic,False,,test,1061449
3826,regions,organic,False,,control,1029949
3827,regions,target_direct,False,,test,1108456
3828,regions,social_media,False,,test,1116451
3829,regions,target_direct,False,,test,1104628
3830,regions,target_direct,False,,test,1110979
3831,regions,target_direct,False,,control,1035556
3832,regions,target_direct,True,6168.0,control,1041616
3833,spb,organic,True,6657.0,control,1013650
3834,msk,target_direct,False,,test,1068853
3835,regions,target_direct,False,,test,1107001
3836,regions,target_direct,False,,control,1040746
3837,regions,social_media,False,,test,1119439
3838,regions,target_direct,False,,test,1101172
3839,regions,target_direct,False,,test,1106158
3840,msk,target_direct,False,,control,1007599
3841,regions,target_direct,True,50.0,test,1096486
3842,regions,organic,True,2000.0,control,1030018
3843,regions,target_direct,False,,control,1051207
3844,msk,target_direct,False,,control,1007860
3845,msk,target_direct,False,,test,1069159
3846,regions,target_direct,False,,control,1040338
3847,msk,target_direct,True,18671.0,control,1008925
3848,regions,target_direct,False,,test,1104844
3849,regions,organic,True,2000.0,control,1028443
3850,regions,target_direct,False,,control,1035895
3851,regions,target_direct,True,5680.0,test,1105423
3852,spb,target_direct,False,,test,1080580
3853,msk,target_direct,False,,control,1006495
3854,regions,target_direct,False,,control,1052437
3855,spb,organic,True,11024.0,test,1075906
3856,regions,target_direct,True,50.0,test,1098823
3857,regions,organic,True,4602.0,control,1029592
3858,regions,target_direct,True,50.0,test,1100809
3859,regions,target_direct,False,,test,1099672
3860,msk,target_direct,False,,control,1005574
3861,msk,target_direct,False,,test,1069069
3862,msk,target_direct,False,,control,1006171
3863,spb,social_media,False,,test,1083277
3864,regions,social_media,False,,control,1057741
3865,msk,target_direct,True,50.0,control,1008061
3866,msk,target_direct,True,26066.0,test,1066870
3867,regions,context_brand,False,,test,1111771
3868,regions,organic,False,,control,1030051
3869,regions,organic,False,,control,1030081
3870,regions,social_media,False,,test,1116223
3871,regions,target_direct,False,,control,1050472
3872,msk,social_media,True,5461.0,test,1074094
3873,spb,organic,False,,test,1076005
3874,regions,context_brand,True,1600.0,control,1056742
3875,regions,social_media,True,4344.0,control,1059250
3876,regions,context_brand,True,18348.0,control,1055323
3877,regions,organic,True,10346.0,test,1092238
3878,regions,target_direct,False,,control,1040461
3879,regions,context_brand,False,,control,1053775
3880,msk,organic,True,8525.0,test,1061569
3881,regions,social_media,False,,test,1116847
3882,regions,social_media,False,,control,1057441
3883,spb,target_direct,False,,control,1018771
3884,msk,social_media,False,,test,1073218
3885,spb,target_direct,False,,control,1016803
3886,regions,social_media,True,8934.0,control,1059154
3887,spb,target_direct,False,,test,1081423
3888,msk,target_direct,False,,control,1006117
3889,regions,target_direct,True,50.0,test,1105333
3890,regions,target_direct,False,,test,1102315
3891,msk,target_direct,False,,control,1007629
3892,spb,social_media,True,200.0,test,1083871
3893,regions,target_direct,False,,control,1046680
3894,spb,social_media,True,5444.0,test,1083811
3895,regions,social_media,False,,control,1060099
3896,regions,target_direct,False,,test,1102531
3897,spb,target_direct,False,,test,1079287
3898,regions,social_media,True,200.0,test,1116460
3899,regions,organic,False,,test,1089025
3900,regions,social_media,False,,test,1118539
3901,regions,organic,False,,test,1084429
3902,regions,organic,True,4447.0,control,1028269
3903,spb,organic,True,2000.0,test,1075066
3904,regions,target_direct,False,,test,1101019
3905,msk,social_media,False,,control,1013371
3906,regions,organic,False,,control,1030429
3907,regions,target_direct,False,,control,1049020
3908,spb,target_direct,False,,test,1079725
3909,regions,target_direct,False,,control,1039834
3910,msk,target_direct,False,,test,1071160
3911,msk,organic,True,7455.0,control,1003291
3912,spb,organic,False,,control,1016635
3913,spb,target_direct,True,50.0,test,1080394
3914,regions,context_brand,True,9366.0,test,1111822
3915,regions,organic,True,6027.0,control,1024441
3916,msk,social_media,False,,test,1073524
3917,regions,organic,False,,test,1091221
3918,regions,organic,False,,control,1034503
3919,spb,target_direct,True,50.0,test,1081726
3920,msk,target_direct,False,,test,1067020
3921,regions,target_direct,False,,control,1038592
3922,regions,target_direct,True,50.0,control,1050454
3923,regions,target_direct,False,,test,1107568
3924,msk,social_media,True,11340.0,control,1012891
3925,regions,target_direct,True,50.0,test,1099747
3926,regions,social_media,False,,control,1060033
3927,regions,target_direct,False,,test,1101532
3928,msk,organic,True,15200.0,test,1062154
3929,regions,organic,False,,test,1091161
3930,msk,target_direct,False,,test,1067653
3931,regions,target_direct,False,,test,1101199
3932,msk,target_direct,True,5701.0,control,1005418
3933,regions,social_media,False,,control,1060255
3934,msk,target_direct,False,,control,1009810
3935,msk,target_direct,False,,control,1008124
3936,regions,target_direct,True,50.0,control,1047142
3937,msk,target_direct,False,,test,1069285
3938,regions,target_direct,False,,test,1102417
3939,regions,target_direct,False,,control,1046197
3940,regions,target_direct,False,,test,1103779
3941,regions,context_brand,False,,test,1114624
3942,msk,social_media,False,,control,1012690
3943,msk,target_direct,False,,test,1070704
3944,regions,context_brand,False,,control,1054054
3945,spb,target_direct,False,,test,1079572
3946,msk,target_direct,True,50.0,control,1004755
3947,msk,target_direct,True,5477.0,test,1066435
3948,msk,target_direct,False,,control,1010116
3949,regions,social_media,False,,test,1119964
3950,regions,target_direct,False,,test,1109521
3951,spb,organic,False,,test,1075315
3952,regions,context_brand,False,,control,1055830
3953,regions,target_direct,False,,test,1100266
3954,regions,target_direct,False,,test,1101715
3955,spb,social_media,False,,test,1083094
3956,regions,organic,False,,test,1092820
3957,spb,social_media,False,,test,1083544
3958,msk,target_direct,False,,test,1069468
3959,regions,organic,True,4547.0,test,1090561
3960,regions,target_direct,False,,control,1036237
3961,regions,organic,False,,control,1030744
3962,spb,organic,False,,test,1077343
3963,regions,target_direct,True,4116.0,control,1052533
3964,regions,target_direct,False,,control,1045270
3965,regions,organic,True,2000.0,test,1093678
3966,regions,organic,False,,test,1086511
3967,regions,organic,False,,control,1028797
3968,msk,target_direct,False,,test,1066630
3969,spb,organic,False,,control,1015978
3970,regions,target_direct,False,,control,1047361
3971,regions,target_direct,False,,control,1048717
3972,regions,social_media,False,,test,1118920
3973,regions,social_media,True,200.0,test,1119862
3974,regions,target_direct,False,,control,1035628
3975,msk,context_brand,False,,test,1071856
3976,regions,target_direct,True,3141.0,test,1095733
3977,regions,context_brand,True,1600.0,control,1053163
3978,regions,target_direct,False,,control,1050043
3979,regions,context_brand,False,,control,1054237
3980,msk,organic,True,2000.0,control,1001545
3981,regions,social_media,True,2983.0,test,1117987
3982,msk,social_media,False,,control,1012207
3983,regions,organic,False,,control,1032763
3984,msk,target_direct,False,,test,1068916
3985,regions,target_direct,False,,control,1047373
3986,msk,organic,False,,control,1002628
3987,regions,social_media,False,,control,1059493
3988,regions,social_media,True,3967.0,test,1117951
3989,regions,organic,False,,test,1090741
3990,spb,target_direct,False,,test,1079065
3991,regions,target_direct,True,3798.0,control,1049275
3992,regions,target_direct,False,,test,1096570
3993,msk,organic,True,2000.0,test,1063915
3994,regions,target_direct,False,,test,1110964
3995,spb,organic,True,6904.0,test,1077007
3996,regions,organic,False,,test,1090609
3997,regions,social_media,False,,control,1058575
3998,regions,context_brand,False,,test,1114453
3999,regions,target_direct,False,,control,1043884
4000,regions,organic,False,,test,1087591
4001,regions,target_direct,True,7434.0,test,1104292
4002,regions,organic,False,,test,1093354
4003,regions,target_direct,True,2735.0,control,1039420
4004,spb,context_brand,True,6252.0,control,1021759
4005,spb,target_direct,False,,test,1078576
4006,regions,target_direct,True,3856.0,test,1099831
